distribution_type,distribution_format,distribution_title,distribution_description,distribution_downloadURL,title,description,modified,accessLevel,identifier,landingPage
dcat:Distribution,CSV,Blueprint Data Chart 8-31-2020,"Annotation in file: 

&#42;Health Equality Metric pending",https://data.chhs.ca.gov/dataset/e19b8fba-7c04-495b-8e2f-90d041e1bb59/resource/c9d32609-8f1d-4691-b234-e4803f2ff113/download/bdc-083120.csv,COVID-19 Blueprint for a Safer Economy Data Chart,"11-16-20 note: Due to the recent increase of cases, the table format has changed to reflect change in county tier status. Please see https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/COVID19CountyMonitoringOverview.aspx for further information.

California has a new blueprint for reducing COVID-19 in the state with revised criteria for loosening and tightening restrictions on activities. Every county in California is assigned to a tier based on its test positivity and adjusted case rate for tier assignment. Additionally, a new health equity metric took effect on October 6, 2020. In order to advance to the next less restrictive tier, each county will need to meet an equity metric or demonstrate targeted investments to eliminate disparities in levels of COVID-19 transmission, depending on its size. The California Health Equity Metric is designed to help guide counties in their continuing efforts to reduce COVID-19 cases in all communities and requires more intensive efforts to prevent and mitigate the spread of COVID-19 among Californians who have been disproportionately impacted by this pandemic.

Please see https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/COVID19CountyMonitoringOverview.aspx for more information.

Also, in lieu of a Data Dictionary, please refer to the detailed explanation of the data columns in Appendix 1 of the above webpage.

Because this data is in machine-readable format, the merged headers at the top of the source spreadsheet have not been included:

- The first 8 columns are under the header ""County Status as of Tier Assignment""

-  The next 3 columns are under the header ""Current Data Week Tier and Metric Tiers for Data Week""

-  The next 4 columns are under the header ""Case Rate Adjustment Factors""

-  The next column is under the header ""Small County Considerations""

-  The last 5 columns are under the header ""Health Equity Framework Parameters""",2020-11-17T02:47:14.274698,public,e19b8fba-7c04-495b-8e2f-90d041e1bb59,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/COVID19CountyMonitoringOverview.aspx
dcat:Distribution,ZIP,All resource data,nan,https://data.chhs.ca.gov/dataset/e19b8fba-7c04-495b-8e2f-90d041e1bb59/resource/c3b659de-c7b9-45b1-80c5-80a56775494b/download/covid-19-blueprint-for-a-safer-economy-cefhgm.zip,COVID-19 Blueprint for a Safer Economy Data Chart,"11-16-20 note: Due to the recent increase of cases, the table format has changed to reflect change in county tier status. Please see https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/COVID19CountyMonitoringOverview.aspx for further information.

California has a new blueprint for reducing COVID-19 in the state with revised criteria for loosening and tightening restrictions on activities. Every county in California is assigned to a tier based on its test positivity and adjusted case rate for tier assignment. Additionally, a new health equity metric took effect on October 6, 2020. In order to advance to the next less restrictive tier, each county will need to meet an equity metric or demonstrate targeted investments to eliminate disparities in levels of COVID-19 transmission, depending on its size. The California Health Equity Metric is designed to help guide counties in their continuing efforts to reduce COVID-19 cases in all communities and requires more intensive efforts to prevent and mitigate the spread of COVID-19 among Californians who have been disproportionately impacted by this pandemic.

Please see https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/COVID19CountyMonitoringOverview.aspx for more information.

Also, in lieu of a Data Dictionary, please refer to the detailed explanation of the data columns in Appendix 1 of the above webpage.

Because this data is in machine-readable format, the merged headers at the top of the source spreadsheet have not been included:

- The first 8 columns are under the header ""County Status as of Tier Assignment""

-  The next 3 columns are under the header ""Current Data Week Tier and Metric Tiers for Data Week""

-  The next 4 columns are under the header ""Case Rate Adjustment Factors""

-  The next column is under the header ""Small County Considerations""

-  The last 5 columns are under the header ""Health Equity Framework Parameters""",2020-11-17T02:47:14.274698,public,e19b8fba-7c04-495b-8e2f-90d041e1bb59,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/COVID19CountyMonitoringOverview.aspx
dcat:Distribution,ZIP,All resource data,nan,https://data.chhs.ca.gov/dataset/7759311f-1aa8-4ff6-bfbb-ba8f64290ae2/resource/e8d0f675-4d2b-4afd-8669-6f5edf9f1255/download/test-cdph-skilled-nursing-facilities-covid-19-krznht.zip,COVID-19 Skilled Nursing Facility Data,"Skilled Nursing Facility (SNF) testing and case data for the COVID-19 response.  For details on the  SNF COVID-19 data, please visit this site: https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/SNFsCOVID_19.aspx",2020-11-17T01:10:06.843126,public,7759311f-1aa8-4ff6-bfbb-ba8f64290ae2,https://www.cdph.ca.gov/Programs/CHCQ/Pages/CHCQHome.aspx
dcat:Distribution,CSV,Skilled Nursing Facilities COVID-19,Statewide Skilled Nursing Facilities COVID-19 Cases,https://data.chhs.ca.gov/dataset/7759311f-1aa8-4ff6-bfbb-ba8f64290ae2/resource/d4d68f74-9176-4969-9f07-1546d81db5a7/download/covid19datanursinghome.csv,COVID-19 Skilled Nursing Facility Data,"Skilled Nursing Facility (SNF) testing and case data for the COVID-19 response.  For details on the  SNF COVID-19 data, please visit this site: https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/SNFsCOVID_19.aspx",2020-11-17T01:10:06.843126,public,7759311f-1aa8-4ff6-bfbb-ba8f64290ae2,https://www.cdph.ca.gov/Programs/CHCQ/Pages/CHCQHome.aspx
dcat:Distribution,CSV,COVID-19 State level testing and baseline aggregate data,"Skilled Nursing Facility (SNF) testing and case data for the COVID-19 response. For details on the SNF COVID-19 data, please visit this site:",https://data.chhs.ca.gov/dataset/7759311f-1aa8-4ff6-bfbb-ba8f64290ae2/resource/4676b72c-f61d-4d2e-9fc4-9536f716d0c6/download/covid19aggregatedata.csv,COVID-19 Skilled Nursing Facility Data,"Skilled Nursing Facility (SNF) testing and case data for the COVID-19 response.  For details on the  SNF COVID-19 data, please visit this site: https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/SNFsCOVID_19.aspx",2020-11-17T01:10:06.843126,public,7759311f-1aa8-4ff6-bfbb-ba8f64290ae2,https://www.cdph.ca.gov/Programs/CHCQ/Pages/CHCQHome.aspx
dcat:Distribution,ZIP,All resource data,nan,https://data.chhs.ca.gov/dataset/d85a3ad3-faa4-4062-97b7-1d14730acbdb/resource/29c71819-97b5-42fe-9ffd-3d04d07d6133/download/reported-positive-covid-19-tests-of-regional-center-consumers-by-gender-od9smq.zip,Reported Positive COVID-19 Tests and Deaths of Regional Center Consumers,"These tables compile data provided to DDS by California's 21 regional centers. Updates received from each regional center every business day include information for individuals known to them to have tested positive for COVID-19. Data is provisional and may change as regional centers provide updates. Details regarding gender, age group, and self-reported ethnicity are retrieved from separate databases of information for all regional center consumers.",2020-11-13T18:25:57.436305,public,d85a3ad3-faa4-4062-97b7-1d14730acbdb,https://www.dds.ca.gov/corona-virus-information-and-resources/
dcat:Distribution,CSV,Consumers Reported as COVID-19 Positive by Age,Consumers reported as COVID-19 positive by age.,https://data.chhs.ca.gov/dataset/d85a3ad3-faa4-4062-97b7-1d14730acbdb/resource/0d32bbb7-d23c-4819-a1fe-a22a47b4a9f9/download/table2_age.csv,Reported Positive COVID-19 Tests and Deaths of Regional Center Consumers,"These tables compile data provided to DDS by California's 21 regional centers. Updates received from each regional center every business day include information for individuals known to them to have tested positive for COVID-19. Data is provisional and may change as regional centers provide updates. Details regarding gender, age group, and self-reported ethnicity are retrieved from separate databases of information for all regional center consumers.",2020-11-13T18:25:57.436305,public,d85a3ad3-faa4-4062-97b7-1d14730acbdb,https://www.dds.ca.gov/corona-virus-information-and-resources/
dcat:Distribution,CSV,Consumers Reported as COVID-19 Positive by Ethnicity,Consumers reported as COVID-19 positive by ethnicity.,https://data.chhs.ca.gov/dataset/d85a3ad3-faa4-4062-97b7-1d14730acbdb/resource/625b4941-b729-4065-8260-56497fbcf847/download/table3_ethnicity.csv,Reported Positive COVID-19 Tests and Deaths of Regional Center Consumers,"These tables compile data provided to DDS by California's 21 regional centers. Updates received from each regional center every business day include information for individuals known to them to have tested positive for COVID-19. Data is provisional and may change as regional centers provide updates. Details regarding gender, age group, and self-reported ethnicity are retrieved from separate databases of information for all regional center consumers.",2020-11-13T18:25:57.436305,public,d85a3ad3-faa4-4062-97b7-1d14730acbdb,https://www.dds.ca.gov/corona-virus-information-and-resources/
dcat:Distribution,CSV,Consumers Reported as COVID-19 Positive by Residence Type,Consumers reported as COVID-19 positive by residence type.,https://data.chhs.ca.gov/dataset/d85a3ad3-faa4-4062-97b7-1d14730acbdb/resource/487b4294-01ba-41c9-bda0-149c00b56260/download/table4_residence.csv,Reported Positive COVID-19 Tests and Deaths of Regional Center Consumers,"These tables compile data provided to DDS by California's 21 regional centers. Updates received from each regional center every business day include information for individuals known to them to have tested positive for COVID-19. Data is provisional and may change as regional centers provide updates. Details regarding gender, age group, and self-reported ethnicity are retrieved from separate databases of information for all regional center consumers.",2020-11-13T18:25:57.436305,public,d85a3ad3-faa4-4062-97b7-1d14730acbdb,https://www.dds.ca.gov/corona-virus-information-and-resources/
dcat:Distribution,CSV,COVID-19 Deaths by Residence Type,COVID-19 Deaths by Residence Type.,https://data.chhs.ca.gov/dataset/d85a3ad3-faa4-4062-97b7-1d14730acbdb/resource/3fb5d735-1e0e-4d2d-afb7-906436818672/download/table6_deceased.csv,Reported Positive COVID-19 Tests and Deaths of Regional Center Consumers,"These tables compile data provided to DDS by California's 21 regional centers. Updates received from each regional center every business day include information for individuals known to them to have tested positive for COVID-19. Data is provisional and may change as regional centers provide updates. Details regarding gender, age group, and self-reported ethnicity are retrieved from separate databases of information for all regional center consumers.",2020-11-13T18:25:57.436305,public,d85a3ad3-faa4-4062-97b7-1d14730acbdb,https://www.dds.ca.gov/corona-virus-information-and-resources/
dcat:Distribution,CSV,Consumers Reported as COVID-19 Positive by Regional Center,Consumers reported as COVID-19 positive by regional center.,https://data.chhs.ca.gov/dataset/d85a3ad3-faa4-4062-97b7-1d14730acbdb/resource/0334b368-d1b3-4ebe-b521-091b4ae42a60/download/table5_regionalcenters.csv,Reported Positive COVID-19 Tests and Deaths of Regional Center Consumers,"These tables compile data provided to DDS by California's 21 regional centers. Updates received from each regional center every business day include information for individuals known to them to have tested positive for COVID-19. Data is provisional and may change as regional centers provide updates. Details regarding gender, age group, and self-reported ethnicity are retrieved from separate databases of information for all regional center consumers.",2020-11-13T18:25:57.436305,public,d85a3ad3-faa4-4062-97b7-1d14730acbdb,https://www.dds.ca.gov/corona-virus-information-and-resources/
dcat:Distribution,CSV,Consumers Reported as COVID-19 Positive by Gender,Consumers Reported as COVID-19 Positive by Gender,https://data.chhs.ca.gov/dataset/d85a3ad3-faa4-4062-97b7-1d14730acbdb/resource/3699bdb3-a4c1-4e2c-a768-172a1732673b/download/table1_gender.csv,Reported Positive COVID-19 Tests and Deaths of Regional Center Consumers,"These tables compile data provided to DDS by California's 21 regional centers. Updates received from each regional center every business day include information for individuals known to them to have tested positive for COVID-19. Data is provisional and may change as regional centers provide updates. Details regarding gender, age group, and self-reported ethnicity are retrieved from separate databases of information for all regional center consumers.",2020-11-13T18:25:57.436305,public,d85a3ad3-faa4-4062-97b7-1d14730acbdb,https://www.dds.ca.gov/corona-virus-information-and-resources/
dcat:Distribution,ZIP,All resource data,nan,https://data.chhs.ca.gov/dataset/cca97f19-7164-456b-b87a-238a0c4bd853/resource/e7016492-3c75-462b-b3c2-e628c652811a/download/covid-19-dhcs-behavioral-health-licensed-and-certified-facilities-smoomi.zip,COVID-19 Positive Cases: DHCS Behavioral Health Licensed and Certified Facilities,COVID-19 positive cases reported amongst staff and residents within behavioral health licensed and certified facilities overseen by DHCS.,2020-11-13T17:57:53.946143,public,cca97f19-7164-456b-b87a-238a0c4bd853,https://www.dhcs.ca.gov/
dcat:Distribution,CSV,DHCS COVID-19 Reported BH Facilities,COVID-19 positive cases reported amongst staff and residents within behavioral health licensed and certified facilities overseen by DHCS.,https://data.chhs.ca.gov/dataset/cca97f19-7164-456b-b87a-238a0c4bd853/resource/62ebe1ec-f906-4b4f-8e00-fb2a824223d1/download/sud-and-mh-positive-covid-19.csv,COVID-19 Positive Cases: DHCS Behavioral Health Licensed and Certified Facilities,COVID-19 positive cases reported amongst staff and residents within behavioral health licensed and certified facilities overseen by DHCS.,2020-11-13T17:57:53.946143,public,cca97f19-7164-456b-b87a-238a0c4bd853,https://www.dhcs.ca.gov/
dcat:Distribution,ZIP,All resource data,nan,https://data.chhs.ca.gov/dataset/7dac77b8-515f-415c-bf7f-5abdc7d6d68e/resource/53fdb02d-9e48-40ab-a055-cd632ffcc426/download/covid-19-staff-data-rblhwl.zip,COVID-19 Staff Data,"##DSH COVID-19 Staff Testing: Last updated - 10/30/2020
DSH COVID-19 Staff Data reports on DSH staff and non-DSH personnel positives at the facility level for DSH.  The table reports on the following data fields: 

* Total staff positive for COVID-19 confirmed by Public Health or medical facility since 3/20/2020

* Staff newly positive for COVID-19 in the last 14 days

* Non-DSH personnel positive for COVID-19 confirmed by Public Health or medical facility since 5/26/2020

* Non-DSH personnel newly positive for COVID-19 in the last 14 days

##Table Notes:

Data has been de-identified in accordance with CHHS Data De-identification Guidelines.  Counts between 1-10 are masked with ""<11"". Other includes non-DSH personnel who perform work at DSH facilities and personnel working at sites located on DSH facilities that are operated by other organizations.",2020-11-12T16:04:03.124923,public,7dac77b8-515f-415c-bf7f-5abdc7d6d68e,http://www.dsh.ca.gov/
dcat:Distribution,CSV,COVID-19 Staff Data,nan,https://data.chhs.ca.gov/dataset/7dac77b8-515f-415c-bf7f-5abdc7d6d68e/resource/ddcc46c5-e3ea-4f9a-bd94-3c0af778c944/download/covid19_staff_10.30.2020.csv,COVID-19 Staff Data,"##DSH COVID-19 Staff Testing: Last updated - 10/30/2020
DSH COVID-19 Staff Data reports on DSH staff and non-DSH personnel positives at the facility level for DSH.  The table reports on the following data fields: 

* Total staff positive for COVID-19 confirmed by Public Health or medical facility since 3/20/2020

* Staff newly positive for COVID-19 in the last 14 days

* Non-DSH personnel positive for COVID-19 confirmed by Public Health or medical facility since 5/26/2020

* Non-DSH personnel newly positive for COVID-19 in the last 14 days

##Table Notes:

Data has been de-identified in accordance with CHHS Data De-identification Guidelines.  Counts between 1-10 are masked with ""<11"". Other includes non-DSH personnel who perform work at DSH facilities and personnel working at sites located on DSH facilities that are operated by other organizations.",2020-11-12T16:04:03.124923,public,7dac77b8-515f-415c-bf7f-5abdc7d6d68e,http://www.dsh.ca.gov/
dcat:Distribution,ZIP,All resource data,nan,https://data.chhs.ca.gov/dataset/31f19bf7-2ca3-4834-8e2f-5551c0c72c8c/resource/e5954e0c-7bb3-417d-83ef-3d27a06e0b3a/download/covid-19-patient-data-dyuoab.zip,COVID-19 Patient Data,"#DSH COVID-19 Patient Testing: Last updated - 10/30/2020

DSH COVID-19 Patient Data reports on patient positives and testing counts at the facility level for DSH.  The table reports on the following data fields: 

* Total patients that tested positive for COVID-19 since 5/16/2020

* Patients newly positive for COVID-19 in the last 14 days

* Patient deaths while patient was positive for COVID-19 since 5/30/2020

* Total number of tests administered since 3/23/2020

##Table Notes: 

COVID-19 test results for patients include DSH patients who are tested while receiving treatment at an outside medical facility. Data has been de-identified in accordance with CHHS Data De-identification Guidelines. Counts between 1-10 are masked with ""<11"". Includes Patients Under Investigation (PUIs) testing and proactive testing of asymptomatic patients for surveillance of geriatric, medically fragile, and skilled nursing facility units and for patients upon admission, re-admission, or discharge. Includes all individuals who were positive for COVID-19 at time of death, regardless of underlying health conditions or whether the cause of death has been confirmed to be COVID-19 related illness.",2020-11-12T16:02:46.002910,public,31f19bf7-2ca3-4834-8e2f-5551c0c72c8c,http://www.dsh.ca.gov/
dcat:Distribution,CSV,COVID-19 Patient Data,nan,https://data.chhs.ca.gov/dataset/31f19bf7-2ca3-4834-8e2f-5551c0c72c8c/resource/f349bee2-550e-4043-a0ea-5c307da85a51/download/covid19_patient_10.30.2020.csv,COVID-19 Patient Data,"#DSH COVID-19 Patient Testing: Last updated - 10/30/2020

DSH COVID-19 Patient Data reports on patient positives and testing counts at the facility level for DSH.  The table reports on the following data fields: 

* Total patients that tested positive for COVID-19 since 5/16/2020

* Patients newly positive for COVID-19 in the last 14 days

* Patient deaths while patient was positive for COVID-19 since 5/30/2020

* Total number of tests administered since 3/23/2020

##Table Notes: 

COVID-19 test results for patients include DSH patients who are tested while receiving treatment at an outside medical facility. Data has been de-identified in accordance with CHHS Data De-identification Guidelines. Counts between 1-10 are masked with ""<11"". Includes Patients Under Investigation (PUIs) testing and proactive testing of asymptomatic patients for surveillance of geriatric, medically fragile, and skilled nursing facility units and for patients upon admission, re-admission, or discharge. Includes all individuals who were positive for COVID-19 at time of death, regardless of underlying health conditions or whether the cause of death has been confirmed to be COVID-19 related illness.",2020-11-12T16:02:46.002910,public,31f19bf7-2ca3-4834-8e2f-5551c0c72c8c,http://www.dsh.ca.gov/
dcat:Distribution,ZIP,All resource data,nan,https://data.chhs.ca.gov/dataset/1aec099c-2c77-4a17-a03d-a9499663d367/resource/2f3f837c-42a0-43b3-b874-86a56bd06460/download/information-assistance-calls-in-response-to-covid-19-c2buh9.zip,Information & Assistance Calls Provided to Older Adults in Response to COVID-19,"In response to COVID-19, regional Area Agencies on Aging (AAA) and their sub-contractors have been providing additional Information & Assistance calls to connect older adults, adults with disabilities, families, and caregivers to services in the community.",2020-10-21T23:51:45.550971,public,1aec099c-2c77-4a17-a03d-a9499663d367,https://aging.ca.gov/Programs_and_Services/Home_and_Community_Services/
dcat:Distribution,CSV,Information & Assistance Calls in Response to COVID-19,"In response to COVID-19, regional Area Agencies on Aging (AAA) and their sub-contractors have been providing additional Information & Assistance calls to connect older adults, adults with disabilities, families, and caregivers to services in the community.",https://data.chhs.ca.gov/dataset/1aec099c-2c77-4a17-a03d-a9499663d367/resource/5dcbf905-bdb8-495d-8159-474a035eb7fa/download/cda_information_and_assistance_suppressed.csv,Information & Assistance Calls Provided to Older Adults in Response to COVID-19,"In response to COVID-19, regional Area Agencies on Aging (AAA) and their sub-contractors have been providing additional Information & Assistance calls to connect older adults, adults with disabilities, families, and caregivers to services in the community.",2020-10-21T23:51:45.550971,public,1aec099c-2c77-4a17-a03d-a9499663d367,https://aging.ca.gov/Programs_and_Services/Home_and_Community_Services/
dcat:Distribution,PDF,CDA planning and service areas' descriptions,CDA planning and service area descriptions,https://data.chhs.ca.gov/dataset/1aec099c-2c77-4a17-a03d-a9499663d367/resource/a7be9219-1a85-4359-be0c-4a88c0e5d90b/download/psa-services-description-updated.pdf,Information & Assistance Calls Provided to Older Adults in Response to COVID-19,"In response to COVID-19, regional Area Agencies on Aging (AAA) and their sub-contractors have been providing additional Information & Assistance calls to connect older adults, adults with disabilities, families, and caregivers to services in the community.",2020-10-21T23:51:45.550971,public,1aec099c-2c77-4a17-a03d-a9499663d367,https://aging.ca.gov/Programs_and_Services/Home_and_Community_Services/
dcat:Distribution,PDF,CDA planning and service areas map,nan,https://data.chhs.ca.gov/dataset/1aec099c-2c77-4a17-a03d-a9499663d367/resource/d61d6440-3159-43b5-840e-73418aca0456/download/cda-planning-and-service-areas-map.pdf,Information & Assistance Calls Provided to Older Adults in Response to COVID-19,"In response to COVID-19, regional Area Agencies on Aging (AAA) and their sub-contractors have been providing additional Information & Assistance calls to connect older adults, adults with disabilities, families, and caregivers to services in the community.",2020-10-21T23:51:45.550971,public,1aec099c-2c77-4a17-a03d-a9499663d367,https://aging.ca.gov/Programs_and_Services/Home_and_Community_Services/
dcat:Distribution,ZIP,All resource data,nan,https://data.chhs.ca.gov/dataset/d22ba64d-d753-4b03-9023-ceae3bd3630b/resource/e1980858-9301-492e-9446-c5577706ff54/download/home-delivered-meals-in-response-to-covid-19-druyhl.zip,Home Delivered Meals Provided to Older Adults in Response to COVID-19,"In response to COVID-19, California’s 33 Area Agencies on Aging (AAA) and their sub-contractors have temporarily transformed their method of delivering nutrition services to home-delivered meals for clients who formerly received meals at congregate nutrition sites. This dataset shows the number of meals served, number and people served by week and Planning and Service Area (PSA).",2020-10-21T23:01:07.035008,public,d22ba64d-d753-4b03-9023-ceae3bd3630b,https://aging.ca.gov/Programs_and_Services/Food_and_Nutrition/
dcat:Distribution,CSV,CDA Home Delivered Meals,"This dataset shows the number of meals served, number and people served by week and Planning and Service Area (PSA).",https://data.chhs.ca.gov/dataset/d22ba64d-d753-4b03-9023-ceae3bd3630b/resource/cfe98f76-3743-40e0-8c01-617157a43308/download/cda_home_delivered_meals.csv,Home Delivered Meals Provided to Older Adults in Response to COVID-19,"In response to COVID-19, California’s 33 Area Agencies on Aging (AAA) and their sub-contractors have temporarily transformed their method of delivering nutrition services to home-delivered meals for clients who formerly received meals at congregate nutrition sites. This dataset shows the number of meals served, number and people served by week and Planning and Service Area (PSA).",2020-10-21T23:01:07.035008,public,d22ba64d-d753-4b03-9023-ceae3bd3630b,https://aging.ca.gov/Programs_and_Services/Food_and_Nutrition/
dcat:Distribution,PDF,CDA planning and service areas' descriptions,nan,https://data.chhs.ca.gov/dataset/d22ba64d-d753-4b03-9023-ceae3bd3630b/resource/3b042437-94fe-43e3-bd97-394b3845e21a/download/psa-services-description-updated.pdf,Home Delivered Meals Provided to Older Adults in Response to COVID-19,"In response to COVID-19, California’s 33 Area Agencies on Aging (AAA) and their sub-contractors have temporarily transformed their method of delivering nutrition services to home-delivered meals for clients who formerly received meals at congregate nutrition sites. This dataset shows the number of meals served, number and people served by week and Planning and Service Area (PSA).",2020-10-21T23:01:07.035008,public,d22ba64d-d753-4b03-9023-ceae3bd3630b,https://aging.ca.gov/Programs_and_Services/Food_and_Nutrition/
dcat:Distribution,PDF,CDA planning and service areas' map,nan,https://data.chhs.ca.gov/dataset/d22ba64d-d753-4b03-9023-ceae3bd3630b/resource/e568d381-bbd7-4820-b496-b939398ef47a/download/cda-planning-and-service-areas-map.pdf,Home Delivered Meals Provided to Older Adults in Response to COVID-19,"In response to COVID-19, California’s 33 Area Agencies on Aging (AAA) and their sub-contractors have temporarily transformed their method of delivering nutrition services to home-delivered meals for clients who formerly received meals at congregate nutrition sites. This dataset shows the number of meals served, number and people served by week and Planning and Service Area (PSA).",2020-10-21T23:01:07.035008,public,d22ba64d-d753-4b03-9023-ceae3bd3630b,https://aging.ca.gov/Programs_and_Services/Food_and_Nutrition/
dcat:Distribution,ZIP,All resource data,nan,https://data.chhs.ca.gov/dataset/d71df234-7ba1-42e7-98bc-160a55beb7d1/resource/887d9339-db5c-4703-acf9-d293fb73670d/download/friendship-line-california-calls-in-response-to-covid-19-1o8va8.zip,Friendship Line Services Provided to Older Adults in Response to COVID-19,"In response to increased social isolation experienced by older adults and their families due to COVID-19, the California Department of Aging partnered with the Institute on Aging to expand services of the Friendship Line statewide. Friendship Line California is an accredited 24-hour toll-free hotline for older adults and adults with disabilities. The line is staffed by trained volunteers who specialize in having caring and friendly conversations.",2020-10-21T22:49:29.513284,public,d71df234-7ba1-42e7-98bc-160a55beb7d1,https://www.ioaging.org/friendship-line-california
dcat:Distribution,CSV,Friendship Line California Calls in Response to COVID-19,"Friendship Line California is an accredited 24-hour toll-free hotline for older adults and adults with disabilities who may be experiencing thoughts of suicide, anxiety, or depression. The line is staffed by trained volunteers who specialize in offering a caring ear and having a friendly conversation with depressed older adults. This dataset shows incoming calls by county by day.",https://data.chhs.ca.gov/dataset/d71df234-7ba1-42e7-98bc-160a55beb7d1/resource/7d7b56ef-591b-4c83-86e8-c18d52cbcb8b/download/friendshipline_odp_april-2020-to-october-2020_suppressed.csv,Friendship Line Services Provided to Older Adults in Response to COVID-19,"In response to increased social isolation experienced by older adults and their families due to COVID-19, the California Department of Aging partnered with the Institute on Aging to expand services of the Friendship Line statewide. Friendship Line California is an accredited 24-hour toll-free hotline for older adults and adults with disabilities. The line is staffed by trained volunteers who specialize in having caring and friendly conversations.",2020-10-21T22:49:29.513284,public,d71df234-7ba1-42e7-98bc-160a55beb7d1,https://www.ioaging.org/friendship-line-california
dcat:Distribution,HTML,ArcGIS Hub Dataset,nan,https://cdph-chhsagency.opendata.arcgis.com/datasets/7e0af834587841f69e6f6a38a9c627e8_0,2020 COVID-19 - Public Health and Medical - State Sponsored Testing Sites Public Layer,"<div>This feature layer contains the authoritative list of state-sponsored test sites from OPTUMServe Health Services and Verily. The data in this layer is a <b>public view</b> and contains information on each collection site such as address, hours of operation, and relevant notes. <div><br /></div><div>This layer is not editable and intended for <b>view-only </b>use in public maps and applications. </div></div>",2020-10-21T18:04:58.467948,public,466f95f4-5610-4eb2-ba85-11ebedb3a1c5,https://cdph-chhsagency.opendata.arcgis.com/datasets/7e0af834587841f69e6f6a38a9c627e8_0
dcat:Distribution,Esri REST,Esri Rest API,nan,https://services.arcgis.com/BLN4oKB0N1YSgvY8/arcgis/rest/services/State_Test_Sites/FeatureServer/0,2020 COVID-19 - Public Health and Medical - State Sponsored Testing Sites Public Layer,"<div>This feature layer contains the authoritative list of state-sponsored test sites from OPTUMServe Health Services and Verily. The data in this layer is a <b>public view</b> and contains information on each collection site such as address, hours of operation, and relevant notes. <div><br /></div><div>This layer is not editable and intended for <b>view-only </b>use in public maps and applications. </div></div>",2020-10-21T18:04:58.467948,public,466f95f4-5610-4eb2-ba85-11ebedb3a1c5,https://cdph-chhsagency.opendata.arcgis.com/datasets/7e0af834587841f69e6f6a38a9c627e8_0
dcat:Distribution,GeoJSON,GeoJSON,nan,https://cdph-chhsagency.opendata.arcgis.com/datasets/7e0af834587841f69e6f6a38a9c627e8_0.geojson?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,2020 COVID-19 - Public Health and Medical - State Sponsored Testing Sites Public Layer,"<div>This feature layer contains the authoritative list of state-sponsored test sites from OPTUMServe Health Services and Verily. The data in this layer is a <b>public view</b> and contains information on each collection site such as address, hours of operation, and relevant notes. <div><br /></div><div>This layer is not editable and intended for <b>view-only </b>use in public maps and applications. </div></div>",2020-10-21T18:04:58.467948,public,466f95f4-5610-4eb2-ba85-11ebedb3a1c5,https://cdph-chhsagency.opendata.arcgis.com/datasets/7e0af834587841f69e6f6a38a9c627e8_0
dcat:Distribution,CSV,CSV,nan,https://cdph-chhsagency.opendata.arcgis.com/datasets/7e0af834587841f69e6f6a38a9c627e8_0.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,2020 COVID-19 - Public Health and Medical - State Sponsored Testing Sites Public Layer,"<div>This feature layer contains the authoritative list of state-sponsored test sites from OPTUMServe Health Services and Verily. The data in this layer is a <b>public view</b> and contains information on each collection site such as address, hours of operation, and relevant notes. <div><br /></div><div>This layer is not editable and intended for <b>view-only </b>use in public maps and applications. </div></div>",2020-10-21T18:04:58.467948,public,466f95f4-5610-4eb2-ba85-11ebedb3a1c5,https://cdph-chhsagency.opendata.arcgis.com/datasets/7e0af834587841f69e6f6a38a9c627e8_0
dcat:Distribution,KML,KML,nan,https://cdph-chhsagency.opendata.arcgis.com/datasets/7e0af834587841f69e6f6a38a9c627e8_0.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,2020 COVID-19 - Public Health and Medical - State Sponsored Testing Sites Public Layer,"<div>This feature layer contains the authoritative list of state-sponsored test sites from OPTUMServe Health Services and Verily. The data in this layer is a <b>public view</b> and contains information on each collection site such as address, hours of operation, and relevant notes. <div><br /></div><div>This layer is not editable and intended for <b>view-only </b>use in public maps and applications. </div></div>",2020-10-21T18:04:58.467948,public,466f95f4-5610-4eb2-ba85-11ebedb3a1c5,https://cdph-chhsagency.opendata.arcgis.com/datasets/7e0af834587841f69e6f6a38a9c627e8_0
